,brand,tv_type,resolution,resolution_type,x_resolution,y_resolution,screen_size,processor_core,processor_ram,processor_inbuilt_storage,num_speakers,speaker_output,hd,has_wifi,has_ethernet,is_smart,is_ultra_slim,viewing_angle,num_hdmi_ports,num_usb_ports,rating,price
0,acer,qled,,missing,1366,768,32.0,4.0,1.5,16.0,2.0,30.0,HD,1.0,1.0,1.0,1.0,178.0,2.0,2.0,53.0,14999.0
1,xiaomi,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,16.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,53.0,9999.0
2,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,31990.0
3,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,63.0,38900.0
4,lg,led,,missing,1366,768,32.0,,,,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,48.0,16249.0
5,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,67.0,33950.0
6,xiaomi,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,23999.0
7,redmi,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,20.0,HD,1.0,0.0,1.0,,,1.0,2.0,41.0,6699.0
8,xiaomi,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,49.0,9999.0
9,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,68.0,61990.0
10,lg,led,Full HD,missing,1920,1080,32.0,,,,2.0,6.0,Full HD,1.0,0.0,1.0,,,3.0,2.0,46.0,15715.0
11,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,2.0,10.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,72.0,64490.0
12,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,,,2.0,1.0,40.0,14990.0
13,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,67.0,44990.0
14,xiaomi,qled,4K Resolution,4K Resolution,3840,2160,65.0,,3.0,32.0,4.0,,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,40990.0
15,redmi,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,64.0,26999.0
16,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,64.0,33490.0
17,tcl,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,,56.0,Ultra HD,1.0,1.0,1.0,1.0,,3.0,1.0,73.0,43290.0
18,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,64.0,46540.0
19,xiaomi,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,50.0,12999.0
20,acer,qled,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,28999.0
21,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,70.0,42990.0
22,haier,led,,missing,1366,768,32.0,,,,2.0,10.0,HD,,,1.0,,,3.0,2.0,41.0,11880.0
23,samsung,micro led,8K Resolution,8K Resolution,7680,4320,292.0,,,,,,Ultra HD,1.0,0.0,1.0,1.0,178.0,,,79.0,8800000.0
24,haier,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,32.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,68.0,30990.0
25,tcl,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,76.0,43990.0
26,xiaomi,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,12499.0
27,sony,led,4K Resolution,4K Resolution,3840,2160,65.0,,,32.0,2.0,10.0,Ultra HD,1.0,0.0,1.0,,,4.0,2.0,75.0,107340.0
28,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,32.0,2.0,10.0,Ultra HD,1.0,0.0,1.0,,,4.0,2.0,72.0,83590.0
29,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,67.0,44230.0
30,,,,,,,,,,,,,,,,,,,,,,
31,oneplus,led,,missing,1366,768,32.0,,1.0,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,53.0,12890.0
32,xiaomi,led,4K Resolution,4K Resolution,3840,2160,50.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,65.0,17999.0
33,samsung,,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,38.0,13990.0
34,xiaomi,qled,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,32.0,4.0,,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,30990.0
35,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,73.0,57390.0
36,xiaomi,led,4K Resolution,4K Resolution,3840,2160,90.0,,4.0,64.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,83.0,120999.0
37,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,16.0,2.0,10.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,68.0,49390.0
38,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,65000.0
39,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,70.0,72990.0
40,samsung,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,0.0,1.0,,,2.0,1.0,46.0,28200.0
41,tcl,led,Full HD,missing,1920,1080,32.0,,1.5,,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,54.0,13990.0
42,acer,led,4K Resolution,4K Resolution,3840,2160,50.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,3.0,74.0,27999.0
43,panasonic,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,2.0,43.0,20490.0
44,tcl,led,Full HD,missing,1920,1080,32.0,4.0,1.0,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,53.0,12400.0
45,xiaomi,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,31999.0
46,haier,led,,missing,1366,768,32.0,,,,2.0,10.0,HD,1.0,0.0,1.0,,,3.0,1.0,43.0,13990.0
47,redmi,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,51.0,11999.0
48,tcl,led,,missing,1366,768,32.0,,,,2.0,24.0,HD,1.0,0.0,1.0,,,2.0,2.0,45.0,11490.0
49,xiaomi,led,4K Resolution,4K Resolution,3840,2160,86.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,54990.0
50,xiaomi,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,25999.0
51,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,67.0,50390.0
52,acer,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,50.0,10999.0
53,acer,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,3.0,73.0,23999.0
54,acer,led,,missing,1366,768,32.0,4.0,1.5,16.0,2.0,30.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,53.0,12999.0
55,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,66.0,42990.0
56,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,1.0,64.0,32990.0
57,samsung,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,66.0,48490.0
58,samsung,led,,missing,1366,728,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,,,2.0,1.0,40.0,15980.0
59,lg,,,missing,,,27.0,,,,,,,0.0,0.0,1.0,0.0,178.0,2.0,2.0,45.0,99999.0
60,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,1.0,62.0,35990.0
61,redmi,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,2.0,20.0,Full HD,1.0,0.0,1.0,,,2.0,2.0,46.0,9359.0
62,infinix,qled,,missing,1366,768,32.0,4.0,,,2.0,20.0,HD,1.0,1.0,1.0,,,3.0,2.0,45.0,9999.0
63,hisense,qled,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,,4.0,1.0,70.0,50999.0
64,sony,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,76.0,164700.0
65,motorola,qled,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,47999.0
66,panasonic,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,,3.0,2.0,67.0,37990.0
67,infinix,qled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,36.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,77.0,33999.0
68,vu,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,5.0,104.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,39999.0
69,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,65.0,28990.0
70,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,69.0,44990.0
71,realme,led,Full HD,missing,1080,1920,32.0,,1.0,8.0,4.0,24.0,Full HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,55.0,13999.0
72,lg,led,,missing,1366,768,32.0,4.0,1.0,4.0,2.0,10.0,HD,1.0,1.0,1.0,0.0,180.0,2.0,1.0,45.0,13490.0
73,xiaomi,led,Full HD,missing,1920,1080,40.0,4.0,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,49.0,14999.0
74,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,68.0,69990.0
75,samsung,micro led,4K Resolution,4K Resolution,3840,2160,110.0,,,,,100.0,Ultra HD,1.0,0.0,1.0,,,6.0,3.0,88.0,11499000.0
76,infinix,qled,4K Resolution,4K Resolution,3840,2160,43.0,4.0,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,61.0,21999.0
77,acer,qled,4K Resolution,4K Resolution,3840,2160,50.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,73.0,35999.0
78,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,,35.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,65.0,44990.0
79,sony,led,4K Resolution,4K Resolution,3840,2160,75.0,,,32.0,2.0,10.0,Ultra HD,1.0,0.0,1.0,,,4.0,2.0,75.0,154900.0
80,tcl,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,71.0,27549.0
81,tcl,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,73.0,37990.0
82,realme,led,,missing,1366,768,32.0,,1.0,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,52.0,12999.0
83,infinix,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,50.0,9999.0
84,sony,led,4K Resolution,4K Resolution,3840,2160,50.0,,,16.0,2.0,10.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,71.0,60790.0
85,samsung,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,48.0,26990.0
86,lg,qned,4K Resolution,4K Resolution,3840,2160,55.0,4.0,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,2.0,68.0,74990.0
87,acer,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,3.0,75.0,31999.0
88,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,68.0,17699.0
89,sony,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,48.0,26670.0
90,oneplus,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,8.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,29999.0
91,huidi,led,,missing,1366,768,32.0,4.0,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,47.0,6499.0
92,nokia,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,60.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,75.0,31999.0
93,tcl,qled,8K Resolution,8K Resolution,7680,4320,85.0,4.0,,16.0,4.0,25.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,81.0,112990.0
94,nokia,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,2.0,48.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,76.0,37999.0
95,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,44.0,16490.0
96,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,44.0,13480.0
97,sony,oled,,missing,7680,4380,98.0,,,16.0,,80.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,93.0,5000000.0
98,acer,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,76.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,26999.0
99,samsung,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,1.0,64.0,49990.0
100,samsung,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,,,3.0,1.0,66.0,87990.0
101,onida,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,61.0,22999.0
102,haier,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,32.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,69.0,36990.0
103,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,74.0,122800.0
104,acer,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,75.0,40999.0
105,sony,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,50.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,81.0,188900.0
106,tcl,qled,4K Resolution,4K Resolution,3840,2160,65.0,4.0,2.0,16.0,,56.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,1.0,78.0,64990.0
107,tcl,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,,56.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,76.0,54990.0
108,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,2.0,76.0,103900.0
109,tcl,qled,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,71.0,31990.0
110,sony,led,4K Resolution,4K Resolution,3840,2160,65.0,,,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,87390.0
111,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,10.0,Ultra HD,1.0,0.0,1.0,,,4.0,2.0,65.0,70290.0
112,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,46999.0
113,vu,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,16.0,,50.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,23999.0
114,haier,lcd,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,,,3.0,1.0,60.0,24880.0
115,sansui,qled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,37490.0
116,vu,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,3.0,84.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,29999.0
117,infinix,led,Full HD,missing,1920,1080,43.0,4.0,1.0,4.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,15499.0
118,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,4.0,60.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,,3.0,80.0,129990.0
119,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,50000.0
120,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,81.0,114990.0
121,xiaomi,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,53.0,14990.0
122,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,1.0,1.0,64.0,41990.0
123,karbonn,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,51.0,8940.0
124,infinix,led,,missing,1366,768,32.0,4.0,,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,47.0,8999.0
125,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,74.0,74690.0
126,haier,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,69.0,34500.0
127,,,,,,,,,,,,,,,,,,,,,,
128,nokia,qled,4K Resolution,4K Resolution,3840,2160,50.0,4.0,2.0,16.0,2.0,60.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,74.0,29999.0
129,tcl,qled,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,32.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,80.0,59999.0
130,bush,led,,missing,1366,768,31.5,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,44.0,9990.0
131,samsung,qled,8K Resolution,8K Resolution,7680,4320,98.0,,,,4.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,98.0,5999900.0
132,sony,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,82.0,225999.0
133,panasonic,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,46990.0
134,sony,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,80.0,155999.0
135,lg,oled,4K Resolution,4K Resolution,3840,2160,42.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,75.0,119990.0
136,tcl,qled,4K Resolution,4K Resolution,3840,2160,65.0,4.0,2.0,16.0,,56.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,76.0,68990.0
137,haier,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,32.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,71.0,47990.0
138,panasonic,led,,missing,1366,768,32.0,,0.5,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,48.0,16550.0
139,redmi,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,179.0,2.0,2.0,49.0,12999.0
140,motorola,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,52.0,12499.0
141,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,37999.0
142,lg,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,72.0,52990.0
143,lg,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,71.0,71990.0
144,hisense,qled,4K Resolution,4K Resolution,3840,2160,65.0,,3.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,,4.0,1.0,72.0,67999.0
145,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,76.0,229999.0
146,tcl,qled,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,1.0,,3.0,1.0,69.0,32450.0
147,toshiba,led,,missing,1366,768,32.0,4.0,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,12999.0
148,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,62990.0
149,sony,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,68.0,56990.0
150,samsung,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,71.0,85990.0
151,sony,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,,,4.0,2.0,67.0,77890.0
152,vu,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,34999.0
153,tcl,led,4K Resolution,4K Resolution,3840,2160,58.0,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,71.0,36990.0
154,thomson,led,,missing,1366,768,24.0,,0.5,4.0,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,47.0,6999.0
155,samsung,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,79.0,149990.0
156,samsung,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,85.0,267490.0
157,oneplus,qled,4K Resolution,4K Resolution,3840,2160,65.0,,3.0,32.0,7.0,70.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,84.0,99999.0
158,oneplus,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,8.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,37999.0
159,lloyd,qled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,46450.0
160,acer,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,26999.0
161,sony,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,5.0,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,83.0,149877.0
162,sony,led,Full HD,missing,1920,1080,43.0,,,16.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,59.0,39000.0
163,lg,led,4K Resolution,4K Resolution,3840,2160,65.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,68990.0
164,panasonic,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,44.0,15990.0
